sessionID;TotalTimeHH;TotalTimeDD;CaseLength
rETW48b3NHgOThKF0BueuH9xw27nJboX6Z6hMclrfzWl1mwEVJhNwwdUdLhYU4tbrY0IGieWqA7EHULZy34wKAKyRdIU0YP5W3z68GwoVibkExT47BKWCELDwomwQXURmSMVuPr9tqzMf3mXLCNSu0;0.0;0.0;2
v3bMCbagWmm3BJF35Yx8C7Qub8sr6cbKRfBvBp1HZJ9kdfemq53nWKbuS6uuX32AQvegtGyzXGZ3QmXMkffyQfzjqTjF6h4FHfWRAqa6AT9aqijXqp4CpRQw2yTDkRSvODOm8RKa0qfiqhLvuPjR7v;0.0;0.0;2
vCn70Bj9tbMQyqVDKSteeHcFIcfTqflrwSMmzgMhZnLkHW4sPEiQkVq6mVSsNuXXE8FEXXIuDwi5ptwOfKW6EfPL0YNmrslkJwsge48pBVjeC6sETvnYqguv5a32j7UjVhzZaUzxfIUxjQzS1q4sFb;0.0;0.0;2
0rnsqoMh9tbBSPKr2ssiX9roXoYFnxs6p4GsaOfhoIw9vqSspFEuQEufI7vVzoU4OfXlquzD5G9M2FC2GWSgdACUm9eulxMB5Jyx8sqcjYBCjyLpDSUTDpj7z1lh7WYLVCL7OpiRy2ZPzxf62DSL7e;0.0;0.0;3
2ekkgLOOoExbi7o4Gkkc8VlUYw4S98ZpK4oFyBQ7x19DRqE6HtczjVLkIG5VWjWjvMHtjS1AdGwr8fQA3z9INa0S3GZXnzke4OCiG7TusJ0i7rK8J35tPVC1jmO0OWJwoPD1LK2oJ4WCY6zejwLYkb;0.0;0.0;3
2hS4mNJXKoyLW4wtfxIsz3rM8AaMH3rjyfwswBilfxgpNKyLZspEycwSuj1Y95LTIZfCN7RXg0PuwpOItVAVnkQTz9ETP1jpMG8pzWi5FW4UlWHhOydfvceSmz0lYe4Trgztq7HJJhtaje1DYWaXbD;0.0;0.0;3
2uhThksM5pfBcTUagyfyKIKMeqEOotgDuqxQwgwhuoJK1TXCgRkVC84TdBfulU48MEOn6EP1SWMNudzGj0Fda8smuI8CsCtFguqbhInAp87huf4efPr1ZERKGSrXDG3xQCj9o7hCfiUv6D1QTz6AJ5;0.0;0.0;3
3l3DWvQ8rQZEpL1sSiwS2fROwUe2q9kbGdnpWY99hqBv2kltS62h5l3dJCXrxQRbZHEZUv0OtxEQcshlWZpEfEjYSkOar6PUhN10IDOlZphzqA62iJ6m4FcHkEnPXNQSZacumKxMbJ6CX1SXLYynNu;0.0;0.0;3
5bYwEIeP8QIBciA10HiKi5gOMJZP5AUhJXuyPmwnaazr4lFppN5eNX0d27L8MdivMchaQfwCSEymOk9EIkuYomJ6onKVqH1JgUOo0FY8z5L5fBatPZsoH7juLbLrEebKkSVDqqC8OKJqRrM8q0a3nz;0.0;0.0;3
5sxNcEO5BUpbpkj6jUApPKtJarPinnG0myW2JcbwZAveHPZQVgw7v2pyAQHPLzHy44qjlmfN7jotwPjYnBoSU7heGQQhvwhgR7Kh16ehPr7RSzs0HUU20f9AknErD1XvZFqsex1SSXmj9gnJ8hk3Do;0.0;0.0;3
6r3a5HuAd2wPyArjfAEvlMAbMMWRDJcMvAP5r9ze5rCTtsf5SF3bGJSzdQaCwdghcRA7uHacvC80pAxXG9fw0KxGARySjtJIHdm7gr0a65ljUlU53iEnEfn3BdtiAdQFjKLB84Tl86kZdEYaHTKUOu;0.0;0.0;3
9Bdghrcn9qYNyS52j1tO5VQ585aYaLHCp4oDkrZ7mIhnNmrvfYrVqYWD1cXYXHzQafsJ0Ilv8yYgDA3S1njP7wxvZhh262cZTgYZmdluJa1kAYdknt9WVGw9MYgTwsVg9COg2R07bIqEdk7fMK4jzu;0.0;0.0;3
I9QNmJ2Vcob0Fp36tR3RwWzIGu7hiQra1oKD19MxZY2bR8I5y2PrVO0EE16sSx0ZSBc83zbs97NB8CjWyzgw6znV0387Hmz9tYqMdGU9xyK1zTM8Uwet3bxzRyKTzUSCR5SwQYzImp5DpMmyQ2V5rB;0.0;0.0;3
Jsn7Y5E3WlJs7wJ89zSNebKc5VU2E5UucQjC8R1qSkMFJBQRVa2njL5avBOrEIyduuGC48kAMUCHjIllPdHuxCnodIsdqAXyeIU9EHFnWYY0GENq3yqzeU9bdK8sGxRtXbz9ve0tk5L4iJUQAPM2I0;0.0;0.0;3
MFjGWx9VA3AdYVM7Cfn94i42vW60ZzS0y7IVkXqZzp1lmE5N4WlNOuX1TpcUdPyhSE12Li7GT9C2Y63JogQGixFj2slPCUtrsiWM3Oop1pbnekkE2W936p5gFPkarucmIu0mSYha7BFsqCEhZ9gUC9;0.0;0.0;3
O6DoGerGge8cuwNOYRCHNIjhLyvBGjOd1mYixgh3RtDx4Yo9UR2f7PWmuMYRew7cq7q1xU7VvzorDxCrfFQVyYnW56y68MQ12YM1EW6HcRZ3p4dT29fym5S0cYK2ZIgqdfrdcRz49n4wuiARJjwDTr;0.0;0.0;3
OVHy8luo4eBZSUZN64YsqBcgCa9bikIQlmNBx4IHU64YiLXAn4ysCvhP90NyHdadRJOzWXdpMLnbKMZj8DyzuQo0IWXSwybRHu4EMQOwGDOrTG3YGFr5wrKTHTS4u71Focb86y3eQoy7ZlUSDPqJ1n;0.0;0.0;3
Or2NiW7HJVG0dXsS0R7NQ6DHeF2eOeJwKKC3NnttQy1OPElF3PcHCFdLcw2ju5cp4IayNPFpfmUMAvrk3uRwJxJwLWi0SdXW8VnByOA1EKfzrdJhuwHdmWwvzaQeH8mYCU60lp7bBbUz4PLeba0C5Q;0.0;0.0;3
PfpE8zgFZNPnR3GqpI7VFNCYpyhEzh63L7zOIVfDyb3poUx820wKkuUeFlm45DfSG6WTcuLvNvwaBeiEYxvhRPz96YpE9Lnz8ULrlTV2rduLC0OuRTjEpr2LCsKLiWTiQonaSFpwR3KUihIVndCb4w;0.0;0.0;3
UcSIh9i8s3LuWrABkbgLVWGoZ60c9as6IEU8rDJF98h3EAjUrtofZfb5pQJHz0zrjx3gpis2SvDjeNS5oisw2U7afE8rerNSAizHOPo3jOJyf4zGWuQVe3zGhqnDnfLMO8cquLQnMpPocGwnBDhxWK;0.0;0.0;3
VKoaVXfaG7z3vzsgfx8XHYUv8FwIIw2Wf7jqHP2ZqeYh1wfYnkneeNvBwKv8c6aIQCHDlHSaGhKNqaynX8xtYtnQtVpaenmnLpTxia6mixx4G7oltiXqjME8c79PinsFBEzmZjwA03kKa0Hb8a8sv3;0.0;0.0;3
XXqbx6bVMSchR8K5UudFj0qURSkOHbJtYPrBfutYP4bGkUw3S06QkKdjvlMNxyKdJKASZsq30nEl2TL0NMDbppMul8xDSnj8OJx5645m6D0VHlcjDcCw2LKyNCYOhCh4KC5HdKen4deiS1uF80jkol;0.0;0.0;3
ed9Y3TRNK1i5ogkLX68blqO5kNbs4MOVj1baRPBDT92XFDo2hpry7XGiHmf6nKTs7e90gsShVYHaRodAcJf9jU7iw8YXBmuAmreO3XpeCwFWfa4ivcuXzP6GaYhtDH0JFGALpaQDhApY19jkcnLhPr;0.0;0.0;3
fzrnXEEkSnpqNAKRTcHav63MYbUhmWlNsiyusBK96DF7owNU2WovihAcv5nDnKWkJ9Jhfh4wBBDtYvpoN5iAASlE7owH77rsFwWFsZmguoCfMvUIzZx5TLAKfwCqSPhH5qy9wun5cKJPWewKzzkQHK;0.0;0.0;3
h5YFz1wwKACTFoAZ21X2TDQuPGYXalFzbgvoM9KS18rxIRWdzWOgxkzFOCUXTwJKlETOMVjGwOgQTlmqzJGN44T7iZKJR9MVsBDrVRBvKubgSd6xW4nvcvCeeYljmOUWrc6RfonNol8Io14UE2TAtG;0.0;0.0;3
h5qwjbqOAVjp7dqSLmpaar2NfAxOawQClS58BIyFDJuPnwCspn7vwFGcon22qNnIT1r7bRBmd9SpP5CXGjcTHVQacpro6jtB4h2kfre8tRZLYYtWCvslHpWlD48R6vDRByY9TxvHu8jQgQhHUxGQHl;0.0;0.0;3
hAKlrv0fsJVcp4znFWWHkxPMZIsetTnmHpgETCKekeFWC4WpgMxOyQxLv3SlWzV1hEAymx8apMYysHMigGRz4kihiAoNQ0PCunG21vZgkI9V7huVlmzWqVJPeHfDLrE3PwnrGxYQeChPVjd3qhWfmN;0.0;0.0;3
i1km3mxo3Q5sAGRHYYC1IcnkeDJJInew1DaPx9MBDb3VMtcUsuszNx7N0Gv0CprHQ8i8laLU5vvXszAmz4a5CUyvc1t2g3hgJvnJnVWtJbGNtPxWK6puzg7CB3nTrEIMjZ4tb4P7Rauo2FC250bati;0.0;0.0;3
jAAZG3fqOA9x7KeMbhsY8ieNpqtzGsRosVDw8M00CaoB1RXZET7xX9Ymd9RID1FFWdE460lmcr1txDZeKIfihVlWwDm0lKDVA36zG7dUrdXYBemFUDFVjpjEYPMhXfwYmBwdQrDTgMsHngZvo3ENwf;0.0;0.0;3
jZax4WabyeedkKsRK2o5oZbqlJxapGzXoo9cfT2S1nF8sZ7alWtzAAnVGwKZVaeAzTKHlVulW6DcgZVaeVSu4s4rfrfudmkO4QbHyHTmkubr5LWMbPJRV4WYh8TP56M0GBUTjzwfjBKOIq5EWHoyfM;0.0;0.0;3
o6urcj8LJcQ5fSWyxjTMQGloQkjCFyLGnmzws2Q2U70IWG4XRIJCoHCXTZ0dzLflR3kRXVqMtaJZDSdkdjwEwIHsRBjKRb3E2OtQUrqufsaEm4MF7OxwiNMKQ5bLzbCXb0MTZ0EfvyQQ29X0LU6gnO;0.0;0.0;3
qxLqM4HGXPKmKxBd0yloTLcHxoauj0uEa3nTyhtG8ObCMII1oNvd09XfBQNgIhdqOhntf87FOjqIn3NEmF0XcdcP5ePYzmPr9vQQZ7Ma4fe1qFzD2qv1VYEakHUCp6TgqmOUyt62TL5kOVmcn1fH9a;0.0;0.0;3
tNoL6wFAdQsNyKnCYRSBvoe0zgBh9UFZhR9GAi1IGsMVhCBzfJvimgieYy1l3p6rWHeRXBh2k7fShGUZIlBrTSqseH3YxTWvsyoC2kiu0joCs50GDMwMP7CkSIlIcNeTlUpjd9vUDEKEDGXhVsnhS4;0.0;0.0;3
vF3WX4mt1e9HZuGPInXPuvEkfmnKiQAO8635feDC56Awnp5id9kfIjsBOYmzAUUqtboDbbrS3tXIgycrRVcW2qazX3ryVJrD0Xrdj7Ap3n7a9PGbqCkruFhbOsKd8WfJEa9R45z4ms5kAF6sqG5QVj;0.0;0.0;3
wNvbhJbhaj2LLKstcntEoG6QBxlxXG1vQ9EXyAnr9qelOmJuoSroKxnwiNxs2WIfmzp9EzqsnRzXIHNJpBDr6HzOYIZmd3EY7b0XNddWGGR2y1CQF3NdBBGdmoZxAKyqAq9Q4612EgQeHztV02xxFE;0.0;0.0;3
zGIK2418WTsx4C6h06PFvJamju9etwjkw7wSfz9Eskc77xFVa3JKvLCOJZgPdQlwPNvvKxuEUFuUKHGLID8hFxbTnZjxggNuj3e8lGiLmSNxLddqlzb05qRAOdhuI00AKBKOfS8mHVP8UZXavf1rxM;0.0;0.0;3
28SiYszFq7S0W1umSxixVLhaoPCdyB5AgXBHSmdft0zvws3SbkETsQTkKhUHqQ78KL8szGpnYqXjt2JBmkpNSchlFHjvcGacZoHanq0haqM4v6xqiwrEUSV6jxd1HaVQatPaKx91PPzjvbzp9jIspg;0.0;0.0;4
5adA5tvF54tvsMh9on9q2nnmhtard9LWSChd1maFBhit7jcuKMJHtPTmeW4N0BXUdnEP8kkynpo7B6UDSinwl1KEkfVCVbp7TBdAu9Q113zep9a20vpwMynQrE9FwwWxHWRDsuMoYqUbJIg2CTud9D;0.0;0.0;4
6Wp9AELZmDrXT0OtdVbqGVq5VxMt4x8Okm77FlULAEiBnonpEQCZRgvNpB7Bcf0kN3CAIul5C735fDm8YkYSiA4vf6PeF6Dhb6Wy6dQJp06nQox2iBOCPOwCW3SaVrwk6H4PQqdsL9S8NXkJ0Etoc2;0.0;0.0;4
8KpHADIYw6ZvahhHG9FBbViI7ve8PhmwNoIdlxWtFYeUAzfsVdrTjXqFPJQKCEHH1TbBwGNPpdJDXrdTsMttzOk9ny2ZtVYh4jtnGdt4ADka8nqawLVIzPH2JRg3YBLBHCAR3E8tLQAm3cmjcdUZbU;0.0;0.0;4
8mPVZSGq8pEYhhmOiJvMNqZPVWiT1KT5gOIQCokCPQXdc7XiYEfOMavxu4jxxQ4naVCQhK24LBBx2UFC6WYSCiK7YEdYoq4ybmc10p1x1pc6j4R1Ig58Oleq76yFdUpnXDrznnxdzIqlymXpstAAdo;0.0;0.0;4
8vfajLmamHo8AojRm1j0nZYYY8XG9BLFA4Ktq4cJ7AavQS9UswLprAUhRtggh2kLoPr2YE887EAvVDkDRdhzGZ1Tcm0JKqUfmMkUX9mMqD7fFdInXgBffmt6orLt4mV4ZBMUsBUDPK7yX9ytMB5ycg;0.0;0.0;4
C8kH5DWq7T1sBBKt1IwPprXoi8745CutYPaGvW9gBJsGTHOK1BYaLoqB3PJ06llrWZSEgM5FdQZt7h35pAPWG1lkzv5cbXsDFxF3wEObjfPfdwzJbvYRViwFGIMvHt0OSEakELRZt3JPDIfykFnNec;0.0;0.0;4
Ccy8nvjGymNfWa1tbURuW0ZIIKyYRnnAnQwzirlIueOqqrQ0QKJe5xtarokzKC4D1mHMMwaT1FI1ctiko3OmPsv5wZcFuCLuHsEKjg937Ms3icPPT1m64HxXiuWWrUUMikQB6PfZBnQuRLIw2lcQ6W;0.0;0.0;4
Fixbxa4pbmQA7LgGS3GOoACJS8RMq2EkTJONWqlxAj6wDX8oBJH07rQfaRWyU4Aeyocuwlg3M8FKIRIfBmFalpIADnx9HcwFqadQev3rDveycNiDMHdZ9r56n3FDhf3bsZmINXkNQ9zMQNPhhIRw1q;0.0;0.0;4
I8XEDytj7tQbxlgAHPCAdVhuIDPBz3TjT5roNFWkDwceCGVCUgeUNhtfwsPY13wDKJuBVXMu0nB1Mxvx7Qb2Izc5Tg6MLm1WlStYewoJdqIEVZSiTWlWXyoMuNSpicZVs8JPknl5bvCQIrEVqJ5NlZ;0.0;0.0;4
KayUbzECuNXBOETZAimn2ytVmVBWylY1W0TvUXW4WjQqDSa1D2Qxb6i9WeluWRxSEdgVA0wQD4sKOaFfAfkoxVjHjYbSU5oFqJ5kxLvJYkqmtwiW2XmUpo7TW9yCTmnEOiqueeO1fuTjE27y5nVty8;0.0;0.0;4
MVmFYAXfUewwVppH0E5gFbevitVitKqrJChWx8b2jEFkTsb1gNEzQxkbb7GyrfQJyQJivVuGYPAwzG1OQbM6bfGzT2NJCjqDglj0aVgadXPfuIfhbDWU8D2eTmaYfPSBhFxL1FyHbGlJRU65fAeYgC;0.0;0.0;4
Muw9NbC5hMk6i05TpZtemgDYT6gXUApJCxZktOElLXbSAblcYRu3A5LzWdBpRkOAWkdtke0WHVAcJ0Tnl2M0TJnPyBZrbu8Cs5gn1hum4gTEZ0suWhka5XpKrYm5H9Yg1AnaS0IjM2Qj19LYftQBdQ;0.0;0.0;4
OuqvySTvH2clbcJzRID32ANfEnQwwl0IeAuBr1fCaFoYT1V5JMwLlc4jWCLmpsGCHrp3FYdFjS7B5516tLky0vWqMA2vNLeYDzYfXJ6txqXcj6TDyT13s0zzkuFyDDbjYYJuzZSbMKaroR0Qk9TXug;0.0;0.0;4
R6e0wpxWfA0oZ0gdfwmjPd3Xtl7Vg30BOIMwRHR33DWtumxOY4B8Ivn024biP1wBBadk2XHsGXlAHUPsBD5ze5ZMFScAuoREMbcAGfRSIJfS33yqOReo0XsXIkupqmOWxZlzNXpx6VgnqFFmBpH8LC;0.0;0.0;4
TLwFjceeZZPUDjzEGqZ5TLaLxon78IM35MrXQUbNVNAU9GNjNeT6W8PMAHQp9cnQk7RFrNsjEqH1F75DKbnqmpbDs1VBXA8cY2ELnTuqjTvPZ1UEYMUhQiEQj1EFpnsK1wdWl3iJxu1QevkZ4TN787;0.0;0.0;4
UIqkSEez5UglxtbmKnVM0uS9PhDuPsdS1a3ZN08bClbzZ0bz6ySUYn6y0T2DSSoeBVzEs3hO42fMApMMqti9OGWglJkkuZhJLnxmISdEXyY7aJIGtFDbCRD9VAClrK2dUxDCSV4GRf7tojkQft1axQ;0.0;0.0;4
WPuUTJ97HnOojW9k6Neg4u85Tp9FxmgxWTYTyW2uqdgjhLBIvp6MZh8ymA4u6D6fSMVfaBFxNrpK0zpBrtOAt7qfwSYl8lrLqXZjtXe6Ar54RtRpzz9wbp1zuDfu5ldyWRxpXBacP7f48rMrgOMmXc;0.0;0.0;4
YE9soadeLPrIgsDVjZ7J6dBxx5Vzz9lXEwXkNqsj3LW3nRdcsSQWnYDx5ZDgVORLxQLv9Q99YovUtp9vqDaJEBTxTq9LBBzkri82gHyn35PHXgiw2z9kGc1r2uWlhLG4Qy0J9LqRYsEsovG79k8vuH;0.0;0.0;4
YiAn2epFAud1XdHmZ0bjPCvgtXSQtxVoNoCr6azJaGIUb9m9UaIcNVNrhdFpbOZpNpyGrrRQsKQigq07gE0uCVCniu9csRbXvAxM5L1kRdB5j2asF3xRmiHCWBqZiIIaP5zedeJS4gy6MREBxwcRrN;0.0;0.0;4
bbFg4cYiNfePRfaFoZQB1KujfRwnzOheslgtIbsKp4YxsAqzlAAVD3JIFGCckk2j2tGiaGd19EeEJTgDTDO9kg1vuzcRo8gC1IhBcB56Ns0qsr4kLjJ5fME1lsNhNkZQRutlseF5aq0216xIU5wzQ4;0.0;0.0;4
bsb3HeOt5J0PFdP8ydZin61AzQFEddnNrvQQ8EPZxBZawfS5zMPCq25rh3IbaclLDjUIZvPxdH5qtCOyM04v4gGJNNwbKg1hspb4LOoLKH0p4DYdGudREgDBld1C5aTMWJKre2U2yHPklw87XtSwN4;0.0;0.0;4
erZ1Iw9lrUah8c1tOEPupBFI6pyVI88TzEu3xoxyUmMPdpjMIrLrsXv24VirALXllJQaWECLpBSpJYQNw56NjzHKnztECbS2HqPghPDRjuzSIdho3hIXvUoUUfTMGgHEca33XCgZUrorZ8WzEIfPjJ;0.0;0.0;4
g0dbdA71L14D8sv3FYtEZz5ksvr5hKc1cD0r9MnrrXsmVLoiq7ac6yo5fc13hyxP8PoeeZsQH72lrsL7Km6e7HHZB98YUz2AkArxykpOsvA32pyL8fRFRLj1NPSvSJIqf4fcqjtZxdHn1U3SQXpMJm;0.0;0.0;4
h5UOIPDMtOkN4uVGzEoCvuwb08kC4Kd55L9hJtgXIuRdrbqBRLyWwvL0oUY4Etg673UTi59hnsxePIBkjqgsKN4QbbiU4I9q8VAOyCgQ39sFJdiFnxoXfGCTdwMqniKVsVnRBfzCGrbUPNtoctFWEE;0.0;0.0;4
irN65jzxSgOekaIm9ePUCnEjiW8YHJZ6Wl1Ye644d9T69VNkMn7BSDW4SreCQfxVkUo1Y3BKXCWxQdyENJYgcd5fFEBREkAO0cGjbNKO5EkVWxylg9K2jWonlGVKq5k0yAdfDszubkvj4oh3TDbbrm;0.0;0.0;4
k0iV803dSuGlvY9wOPQG5NI4847GqPTnc9YlYUWcz6MozSRxy8SQjjAykShejWjn7IojgPsDiWtrmDez7Q46FBqcaY65f1Qr1uulTWBk66evYtMvXQO2TCjpB4SS8MxqLy4awHgCn6Tjt3u5xFPQbV;0.0;0.0;4
kodBWDsUxT9HW6cTVNoGlSR8KzKrACgv7fHedOQsfs4HCcgPiY0XofRFbsscAHDv2qgUzjHk89s1B0YbfqyyFPILiKiB0ZsX6pU4JlsvijL7GwPvnfxGNKSd8BaKYi6Pz9x8BNmWkA9gjZdnbTx0RE;0.0;0.0;4
lE4bm4PHlSn9vIyoQTjrBZlNjhAJ3ijLkMHswTe4GQXoufjrbqFfMwzlOkaw9BzDP1xVo2hsNsyOHOWmULrUtjoAvcp0bgWQzxZNrfxoTE8czmmX9IjWJnNPLYtgVrXGwzhtY2OGPl0TZLTRseNzwW;0.0;0.0;4
lqWFOkMorKM0d2g5btSfz76AEv6LxUmXmzde3AC5CtybR8XBrhbAb9f2CIeSGoaCecPl2ou4KKtsO1JU4dehPgW72KaH1zSTvel1DrzqmUfSyNLJGnbG0wfbmAH7LsOkH9gcabN9aszdhr6zLszBEM;0.0;0.0;4
mZAi84VOWgAoQcUDTVqDY1DJx8FpxjADdQel6Hx8xTPzQDxOq0IMaIoMtTAQgyjwHtP1KXlxJeQaT8dsRyQ3qjucrsNFEFssbfv2cWqZ5HU8QGEthzVFN0PVdpC3kRaOkXNYcutVMbfYqO7np6zwtx;0.0;0.0;4
n2x0XcIYvUqs3tqDFNrgP6AgpZ8WUX5sfmkMyhUavTsTgvdd1312oACQ1wf3QaBRALfrx9nkanbuhGfSkhXVfftY10W70R0f8J0SZZ6K2BLbdIgyfjQrY2h9xHlfRj3UtFcRM3fa6ACqi3c8CVDSZP;0.0;0.0;4
oDbhjjxaySx96RJNlAYxyxtn3OveWa7UXQgCJKF7MK9N4LlikFQetAvwMgpwL2G4rYTNenojGwdEkgZwUBRSoHVmE2isI0NstBywhmMsYGR8QPrZtwnJuKJHLnbvQsQiIrBWYSQBgtPjUBS7P4gSRw;0.0;0.0;4
owBYJdEjT8sCuwCqCKzxiVUT8c5Z3eKILa4MmmY9WfGScivjIUeMUEtpUwGOamvQGFGITkujrJhFOxG7Q3xMkcUi86oH8RQ40fgWpAAX9qIOpOGrBQHUxFET4X8j9sIv5AvSrcfEI55Whjddo7JAjq;0.0;0.0;4
pZanl7cxI90YBWznq7ZucMcq59pCkcSWYcpl6aiMRKzPTL6vuHjxtKw0MHbemrbB1c9xNdmF2QpBeronDhiPGLv2E9CoeamxelvsyBjgfQE8V7Uqdtk9aatdnaJ9lx2QQ6lC4MXJDyAO7rASUMf1qH;0.0;0.0;4
pdamiwka5KnasnsDNcQfutoA39weLL7aETzkJnNSEhHvx26V2YtHppBKtx8qTyKkIV8un9oNy7KCYaeIJtjs2YHAKxfyWYt5Muyy4LoeHxNJNUYH6DlvC8SImAMfdUfGnG6TXvWxMTIbkAXhLH5LpN;0.0;0.0;4
px5TaHUSxV24IGobTaQfHUVI9e5hUofpJKRruKNFeZIhsqdpP4ToPhtvJtjyhg130LJ0WJDfK1WD4qkKu4NyFvOOfWeecADutNeeZJG3f4HPDUm9a81nbpxAlV2XgfIWu6bliHxBtaRp9rJ2juT5Mv;0.0;0.0;4
rQGYwg9hXZP6hmrGJ1cmbHHsEGMVUbF9YaL6r41q8FUAnD1IscHIFKe8b9ksxbMNZMPdYvVGDkoU0wx0DLmFuHWnedypyEKtV6lbNW7lg07C5uArKpCGPscaEVxuJ3ZasXzejdZ8pw8JBZGyW3RtM4;0.0;0.0;4
sq2EiYHPeGn59YEVpBePK2YOXNjNo4KHcIgECdc9hCdFEnv1j3DAB7jgH8lzPqPqt0O126zWnAk5vkaCJcTG9NwMGNhjET2BA9CE2S21yuq1KoUwCDHgd7VKFe2JsENXZKNXvSJvIjmSf6FYdPfNUb;0.0;0.0;4
tQE6Rjl8tuebQyofbxNj06g0q7st2UhVhPwk8MbXFYGn2yr3YDXUDQrvzBGWUMdCntiYccDnsTE28OuTHU61jmfdPPEPjFKIDiZM4JfjX6u7Zeqse56bTXi6ZGEgJByn1s4hUB6p2I9HfuoZzzhNbg;0.0;0.0;4
ujFAzSQDU6v4Hb0RvY39yGFYsqRCfv23G2W3DoBvOVCnbOMXJVCkzphk0DhxaSNnGIaPFSyY86ePwoPCyhQbMkP9zs8kmcHO8rHVl4lKvkRb9XD5wM5wBUT87cdRMHx4g1tc5Zw4QDsusAYYYyrrsP;0.0;0.0;4
vmQelCTkRrtP2zGquboAjqyTLEPVh6CQNP4qZPCQSpLbljIU2Wxjjr6X65OG4PlfKQEepfjxcNlSLQ6NSUYDkNptxQgVjX7WSKv0TDCWqEDMKaEXmSsBtbO3a3noNKMibMV9xLKbElqJfcaFXJi71P;0.0;0.0;4
xe2VL5Dgrk62aGGyl5xRB6IoNmil4IDZ9AT6wuJCSitqZHGSSLETRXsiUvCzAGD3HImozDY3vLe4lYWfpw3QELv044wIeB1gqp1w6svlg8fnhJqS94NX2jZI5Upq5j2flwazGgYBqbX8eYRrmw9fPY;0.0;0.0;4
Ew2QkUylfANG6IMLgVFCHZEhbtSVcozE1a4qAATJQ8mwXOcOyBoql2h59TItiUvCiYSNghd09RZGo8pcwx185vJ0iHn6mFaM6oH2xzDs2zcv3t4wPN8zXHfzEFrgEI7fC1AO0Q5Zqux9XzpOGY7hU3;0.0;0.0;5
VILpS8LipKFKabNFEq2oX6N6hRh4BY8xHaxDbLioQ6BQSzcHBaPJh69Y19dFtdPAQGEqdnrjVJ739SmGtPt5fYbkrCIKFkv8BZz7jNsRUYWCDUiur3cY3P3jdKMfcPKrqxMIxTguRi7i2dGSTnqcBw;0.0;0.0;5
lsfpXHxMySOAUBbathEm4w8fzeDS41D1w96L9DDh75nyEX5q6kCm3qDjymxLTHXXdoXOxhrExqnit1isNcsC6e47ElIJNMxBil4RVXElOLYo7jX9fcBOOEblmC0GPEOtOh6pOimRwl7FWrtV2g2oMy;0.0;0.0;5
qosj5ioxg6VEoj1pPhKmbOykaUDZo5mv64gDFFeq38P7Ph9arTBzZTJ9WRhKau0fg7iRj6RU52LE8xJtZVsdiSMnTf8bYCuYhRBJVdDYyhADyLX2wst88T7uBrQbYXnDz1v1u7sSmyrG509FsORCXm;0.0;0.0;5
HnFuoWoXedKrtylUCiHL0JMXXZxQS2gsLzadkGR9lus1LvQLNysy4xBhAPsoeqWQa27qaMA8U973o5HU3LJGvqXhxPZKyCtcI1Um9KsAIpzuG34qxRHTI6fVO9f3wLd3jx4DgCo68lVouCw9ij3hcG;0.0;0.0;6
hCZyMIgoJw6QSotWnCSMkZNMWyIgmU0W3HtDlqgbkqiETBJG7ZWn6Xz6BtbRWoLaz8lbW2TAZYpsnAAiAXDJLwwVva1eMGbvR4n5yMVHaJUSVJj5NjbdXqkH3lkQ71CDFivzMBlHg917nDPBxYMNEQ;0.0;0.0;6
s46STDcWuINNQgFe5l30fi0rUOJolai26iWoHcEFM5i7qHyOx5adW8BWOgzH0Lvv46c4YkFCIxX5RNR7Ui8eQl4zf5XIUMIf01NyHFLXrySFp6PTVbH1KDkdRiOSjfeeO1RWQkmDmhlJ6HTfrBEojN;0.0;0.0;6
1KaEZcbVRI7DiPo1LUQAhegeioIU4QAOiR1E85bRVNcY5O8cPOI3h97xSym1AYBfh4YiEXaQt4KTWIbYlPRQ9c5z8Bkda8KNhUbiA2rOQkNLAQSMWmNMFxYX7BbvXY6xYBQznQDjPi5D9yuBGZBkhD;0.0;0.0;7
56nO9gk4ZyEFuDGbXpXzcUoSVYAjNs7iPQzBRjYfdgiEVaz7OeLWGmhM80ZPYpovQWFO9PflZkG8SaJWN2P5Uj9lO8DZI9UDY5OGsAG47tDzZQLgOoADiZMc5QaQG90L6LcLr9ogHxdh3CfHjWipKm;0.0;0.0;7
77wV3fQbOmyp96Nxl2a976Dfbna861gfOp5nZsNskMj4LkdDbmmQyysQATN1UgnA3Ufuwfkj04jTwwRQZTe7rGoyEVbJCLx0goqEWecr5TXfdqfvoeeSUH33K6zLhmXbwE7MRoG1pYNtu8AQLTn99Z;0.0;0.0;7
D33Wqyd4FWuGh7yIZyvkx5Ly4eThHvuYmDIeww3Ghgb8mUtLMHJUDBT8tYrvQmb2o1FcXWwRxgZMig4x78VANx5Y21HZTBMb7t3A0P98Xz65ZD5P89AhiC6g5wgibBIcmPzwLaF36JIBMflSdN8yED;0.0;0.0;7
DFFqbtbspfQDecdwRviD2YyI8jS0kjznLSpNw7Kn4aJPHVXO2PlXuWMkVagpNgCcYTl2dyjCfv2DxPOWwzAmm7h1zQAkwShFTLT3aXdI6mUoQBLOnQhjSIW9RHh27E2mh8UewlQSK2SbxeIb0VEKSR;0.0;0.0;7
